,auc,evd,visual_index,timing_index,strategy_index
1035340292,0.812027360998864,-1344.9796979852254,5.724663133557281,5.327258499403564,0.39740463415371696
1033820752,0.8142368340866385,-1072.6357840735946,3.808226992812911,10.13338230957106,-6.325155316758149
1043159265,0.9293326215822674,-463.2692911304257,1.9179470612889982,5.196648812893461,-3.2787017516044625
1045550754,0.8428795042167135,-1305.3642178685113,8.389230940722104,17.855206708389034,-9.46597576766693
1051860415,0.8304191319201801,-1017.9663194690074,13.905535752266829,4.888625086362587,9.016910665904241
1057894268,0.8666485997392849,-1121.3295557473466,14.727552130186389,14.013295175703098,0.7142569544832913
1056739437,0.8440878476844667,-1685.9141982360452,0.34929422259793663,29.4172602582109,-29.06796603561296
1056520886,0.8174571259609699,-1790.3456971079504,1.553566914902622,21.311581817535213,-19.758014902632592
1057020839,0.8472332618673232,-1630.7406967325805,0.18132346123651422,28.827049045386328,-28.645725584149815
1057629370,0.8289596500103315,-1651.4545054992705,3.175836734557389,21.72686271601502,-18.55102598145763
1058146470,0.9091690644684657,-684.7042367406393,27.539771131950026,8.495989242190552,19.043781889759472
1058478659,0.8741755011596282,-754.2683759408537,16.895773560518116,5.407958035741145,11.48781552477697
1061209141,0.8404876299429553,-1355.6948358679656,1.9470438780521835,15.747452840170489,-13.800408962118306
1059677668,0.8976067680057906,-339.5405621274258,0.9313455108154289,2.7780282742763824,-1.8466827634609535
1059883560,0.9806033652920565,-131.099490847344,2.065434824255803,7.378762898061539,-5.313328073805736
1061654232,0.7998971819065234,-1876.7300244185026,0.15109581519065537,18.234445545085787,-18.083349729895133
1060634278,0.9115206327595708,-117.3078362022934,2.6198735239293307,0.3797692936860891,2.2401042302432415
1060849686,0.9211741541286996,-187.2208886047738,1.745867229941204,4.602227271460827,-2.8563600415196233
1060077153,0.9055713850194644,-130.73235244703392,2.30548956999081,3.2167218658106234,-0.9112322958198136
1061427805,0.7550320122275467,-2033.3815649990065,0.014163721536752662,11.5076480974658,-11.493484375929048
1059650171,0.8932575898422975,-828.0326018577543,13.387049700164994,7.766866552820506,5.620183147344488
1059650175,0.8380966466714362,-1285.1729802718692,4.448943604557283,7.247579171562155,-2.7986355670048715
1062575917,0.8775669235745508,-830.5683605320155,20.061536524568595,6.311960204844985,13.749576319723609
1071656322,0.806553008374172,-1428.3650225815654,5.403817467492048,8.798379903063875,-3.394562435571827
1071265695,0.7778426912120403,-1427.47540074672,7.634531974238213,6.919441710822134,0.7150902634160783
1074701715,0.7535540259269174,-1830.0050589958628,1.9862658331377454,9.912116713136244,-7.9258508799984995
1074651250,0.8683501023006512,-1154.8688611571415,5.782107942836156,13.930434210009151,-8.148326267172996
1075103608,0.7396551394826312,-1542.944120608532,7.068786393786006,3.817755929993859,3.251030463792147
1074684539,0.8058196439613452,-1799.6870497031414,1.4056894925660761,14.460964605152842,-13.055275112586767
1074925781,0.8004324041754478,-1719.3176845934504,3.7856293061854625,14.086275139030333,-10.30064583284487
1075097616,0.7963625861528822,-1551.4953544736054,5.281279217408104,10.348479189325323,-5.067199971917219
1095337546,0.8070861595762633,-1067.1922754522457,16.27342059427028,2.305714556462813,13.967706037807467
1093583546,0.8990909718086884,-617.0698382571427,17.348714059227273,8.724234722051923,8.62447933717535
1099418970,0.7956176827176232,-1899.9108468632912,2.773282383374873,12.664634369498742,-9.891351986123869
1101501551,0.9086264402668284,-528.4683649537328,17.702793611969458,6.9302625382670495,10.772531073702408
1112338076,0.8587067814148531,-889.0312504229805,26.234402974271564,7.077263025170908,19.157139949100657
1112785852,0.8202960592830022,-776.7200415000989,8.782128668917055,1.7174912360084258,7.064637432908629
1113534486,0.7050532892548756,-2077.7952308836757,3.442131187851085,2.687420095911585,0.7547110919395004
1112552076,0.9252123383550359,-191.33448859878263,0.38346716526722185,0.5871138998952965,-0.20364673462807464
1113793504,0.8037729968045138,-1477.6778800405882,8.537738991446384,5.050185184612797,3.4875538068335867
1116468776,0.7927790374088588,-1499.6784181261974,4.630990803953293,8.387699147764021,-3.756708343810728
1114162717,0.7236423297915332,-1782.5085615264834,0.2537321689540307,6.530638507355167,-6.276906338401137
1114738525,0.7400827182811736,-1744.2042080970132,1.9836849479117808,5.677775079013105,-3.694090131101324
1115253955,0.800030258523384,-1683.7354106359962,1.6931365035270942,13.49317349221166,-11.800036988684566
1115010665,0.8002547470725494,-1554.0365548516238,2.4932720187273496,12.00057254152096,-9.50730052279361
1115619937,0.7736808035487186,-1586.04297189536,2.264529158430178,9.12020066221997,-6.855671503789792
1115879271,0.8133996138796833,-1265.5769085389256,7.51429405104806,8.915700044196146,-1.401405993148087
1117113728,0.9052869577797041,-486.02441612149414,29.628018682512558,6.539766849052382,23.088251833460177
1124457104,0.9247565249625099,-435.3065495758783,55.19149396113695,5.279205764984095,49.91228819615286
1125919448,0.8596432155587085,-779.8753754456993,37.793934261872266,4.696232319130641,33.09770194274162
